transaction_id,customer_id,line_item_id,transaction_date,line_item_amount,annual_income,prod_comb_choice
20210104-5,103,LI2,2021-01-04,2.794508262723684,83519.69437673688,Pastry
20210104-5,103,LI4,2021-01-04,3.712956299865618,83519.69437673688,Pastry
20210104-6,1276,LI1,2021-01-04,2.518523567239754,92093.21334958076,Pastry
20210104-7,148,LI1,2021-01-04,2.652897496474907,29969.851493369788,Pastry
20210104-8,13,LI15,2021-01-04,5.559716874640435,108084.18260887265,Pastry_&_Breverage
20210105-1,1341,LI1,2021-01-05,2.2512055058032274,59290.583999827504,Pastry
20210105-1,1341,LI2,2021-01-05,3.0631114801391957,59290.583999827504,Pastry
20210105-10,1341,LI2,2021-01-05,6.090656367782504,59290.583999827504,Pastry
20210105-11,98,LI2,2021-01-05,3.129491586238146,32167.348272632807,Pastry
20210105-11,98,LI14,2021-01-05,9.457525018276646,32167.348272632807,Pastry_&_Breverage
20210105-12,1468,LI1,2021-01-05,2.672101246425882,37891.63842564449,Pastry
20210105-13,1468,LI22,2021-01-05,6.049261810886673,37891.63842564449,Pastry_&_Breverage
20210105-14,506,LI2,2021-01-05,2.72166752689518,43141.795899719,Pastry
20210105-14,506,LI15,2021-01-05,5.989067135285586,43141.795899719,Pastry_&_Breverage
20210105-15,910,LI2,2021-01-05,3.050654879026115,29286.140450276434,Pastry
20210105-15,910,LI22,2021-01-05,5.605883923452348,29286.140450276434,Pastry_&_Breverage
20210105-16,506,LI1,2021-01-05,2.5651670653605834,43141.795899719,Pastry
20210105-17,1113,LI2,2021-01-05,2.886551107792184,82340.73013998568,Pastry
20210105-18,828,LI1,2021-01-05,2.739677090314217,26959.801490884274,Pastry
20210105-18,828,LI4,2021-01-05,3.6088546486338595,26959.801490884274,Pastry
20210105-19,616,LI1,2021-01-05,2.52150480390992,121636.99846714735,Pastry
20210105-2,865,LI1,2021-01-05,2.258604925009422,100330.39603149518,Pastry
20210105-3,1443,LI14,2021-01-05,8.471824255166576,25455.686466302723,Pastry_&_Breverage
20210105-4,506,LI2,2021-01-05,2.9709499760996554,43141.795899719,Pastry
20210105-5,910,LI2,2021-01-05,2.823875720333308,29286.140450276434,Pastry
20210105-6,528,LI22,2021-01-05,4.958281428553164,23318.470797967166,Pastry_&_Breverage
20210105-7,1214,LI1,2021-01-05,2.7191231679171324,86023.83724879473,Pastry
20210105-8,1214,LI1,2021-01-05,2.4849955644458532,86023.83724879473,Pastry
20210105-8,1214,LI22,2021-01-05,5.812557549611665,86023.83724879473,Pastry_&_Breverage
20210105-9,1468,LI1,2021-01-05,2.5772322879638523,37891.63842564449,Pastry
20210105-9,1468,LI2,2021-01-05,3.1679218333214525,37891.63842564449,Pastry
20210106-1,382,LI22,2021-01-06,5.378811272000894,118907.07129845396,Pastry_&_Breverage
20210106-10,104,LI1,2021-01-06,2.685618478106335,144081.59757498652,Pastry
20210106-11,382,LI1,2021-01-06,2.3872721528168768,118907.07129845396,Pastry
20210106-12,382,LI2,2021-01-06,2.742749120201916,118907.07129845396,Pastry
20210106-13,848,LI2,2021-01-06,2.7861105596646665,21193.39295430109,Pastry
20210106-14,897,LI2,2021-01-06,3.1747610785067084,22608.90060570091,Pastry
20210106-15,214,LI4,2021-01-06,3.799204552453012,107668.93045045435,Pastry
20210106-16,214,LI2,2021-01-06,2.8344078679103406,107668.93045045435,Pastry
20210106-16,214,LI22,2021-01-06,4.953260980593041,107668.93045045435,Pastry_&_Breverage
20210106-17,1036,LI1,2021-01-06,2.5700638480484486,91239.25682390109,Pastry
20210106-18,243,LI2,2021-01-06,3.0595418456476184,42320.804204791784,Pastry
20210106-19,848,LI22,2021-01-06,5.8494325838517405,21193.39295430109,Pastry_&_Breverage
20210106-2,6,LI22,2021-01-06,5.015121509041637,25922.344920691103,Pastry_&_Breverage
20210106-20,1272,LI1,2021-01-06,2.7310857048723847,114279.63376045227,Pastry
20210106-21,1272,LI4,2021-01-06,3.2689431353937835,114279.63376045227,Pastry
20210106-22,897,LI22,2021-01-06,5.747686427319422,22608.90060570091,Pastry_&_Breverage
20210106-23,382,LI1,2021-01-06,2.450369513244368,118907.07129845396,Pastry
20210106-3,243,LI2,2021-01-06,6.009695632802323,42320.804204791784,Pastry
20210106-4,897,LI4,2021-01-06,3.1594103106763214,22608.90060570091,Pastry
20210106-5,6,LI1,2021-01-06,2.312613757676445,25922.344920691103,Pastry
20210106-5,6,LI2,2021-01-06,2.81629009405151,25922.344920691103,Pastry
20210106-6,1036,LI2,2021-01-06,3.01310724564828,91239.25682390109,Pastry
20210106-7,243,LI22,2021-01-06,5.20365867910441,42320.804204791784,Pastry_&_Breverage
20210106-8,243,LI1,2021-01-06,2.5943227857351303,42320.804204791784,Pastry
20210106-9,897,LI2,2021-01-06,2.885702010663226,22608.90060570091,Pastry
20210106-9,897,LI22,2021-01-06,5.865707490011118,22608.90060570091,Pastry_&_Breverage
20210107-1,615,LI1,2021-01-07,2.72077744291164,95912.0499365963,Pastry
20210107-1,615,LI2,2021-01-07,3.0470983379054815,95912.0499365963,Pastry
20210107-10,689,LI1,2021-01-07,2.2794448263011873,82305.30279688537,Pastry
20210107-10,689,LI4,2021-01-07,3.312911199196242,82305.30279688537,Pastry
20210107-11,1076,LI4,2021-01-07,3.19702233960852,101760.60889847577,Pastry
20210107-12,793,LI1,2021-01-07,2.6412570903776214,48524.93097772822,Pastry
20210107-13,689,LI1,2021-01-07,2.273046660819091,82305.30279688537,Pastry
20210107-14,343,LI1,2021-01-07,2.27709085540846,88383.85581737384,Pastry
20210107-15,10,LI4,2021-01-07,3.2148682153550907,79359.91558944806,Pastry
20210107-16,548,LI2,2021-01-07,3.0942942920140926,131067.41704279557,Pastry
20210107-16,548,LI15,2021-01-07,6.039220484811813,131067.41704279557,Pastry_&_Breverage
20210107-17,648,LI2,2021-01-07,3.1005614171270284,31099.19945243746,Pastry
20210107-18,548,LI2,2021-01-07,3.123209872702137,131067.41704279557,Pastry
20210107-2,793,LI22,2021-01-07,5.305649894452654,48524.93097772822,Pastry_&_Breverage
20210107-3,548,LI2,2021-01-07,2.7308674929197876,131067.41704279557,Pastry
20210107-4,10,LI4,2021-01-07,3.8151311072986576,79359.91558944806,Pastry
20210107-5,689,LI4,2021-01-07,3.770756056485698,82305.30279688537,Pastry
20210107-6,841,LI4,2021-01-07,3.580420410609804,145114.7717400454,Pastry
20210107-7,648,LI1,2021-01-07,2.65074756660033,31099.19945243746,Pastry
20210107-8,793,LI2,2021-01-07,2.957996235229075,48524.93097772822,Pastry
20210107-9,1450,LI1,2021-01-07,2.476562267402187,55131.60304632038,Pastry
20210108-1,16,LI22,2021-01-08,5.728205762268043,136977.24615223706,Pastry_&_Breverage
20210108-10,457,LI4,2021-01-08,3.546768470248207,125537.56408859044,Pastry
20210108-11,54,LI2,2021-01-08,3.293473926046863,35846.903796773404,Pastry
20210108-11,54,LI14,2021-01-08,9.588198687555268,35846.903796773404,Pastry_&_Breverage
20210108-12,1326,LI22,2021-01-08,5.2326717106858265,69969.20794248581,Pastry_&_Breverage
20210108-13,536,LI2,2021-01-08,2.786953315185383,116074.11911711097,Pastry
20210108-14,967,LI1,2021-01-08,2.3855406482471153,91276.47460903972,Pastry
20210108-15,54,LI2,2021-01-08,3.059448034828529,35846.903796773404,Pastry
20210108-16,967,LI1,2021-01-08,2.536979732103646,91276.47460903972,Pastry
20210108-17,536,LI15,2021-01-08,5.878055603150278,116074.11911711097,Pastry_&_Breverage
20210108-18,536,LI1,2021-01-08,2.4366270722821355,116074.11911711097,Pastry
20210108-19,1478,LI2,2021-01-08,3.1276982339099053,149938.11707710847,Pastry
20210108-19,1478,LI22,2021-01-08,5.223411786649376,149938.11707710847,Pastry_&_Breverage
20210108-2,1184,LI22,2021-01-08,5.562123073940166,132604.58694538102,Pastry_&_Breverage
20210108-20,691,LI4,2021-01-08,3.3730207136133683,25171.482812147588,Pastry
20210108-21,16,LI1,2021-01-08,5.166527475346811,136977.24615223706,Pastry
20210108-22,16,LI4,2021-01-08,3.159651037864387,136977.24615223706,Pastry
20210108-23,897,LI2,2021-01-08,2.745124298427254,22608.90060570091,Pastry
20210108-24,1478,LI22,2021-01-08,5.842645720671863,149938.11707710847,Pastry_&_Breverage
20210108-24,1478,LI4,2021-01-08,3.6216861370019617,149938.11707710847,Pastry
20210108-3,967,LI6,2021-01-08,5.978789706039243,91276.47460903972,Pastry
20210108-4,457,LI1,2021-01-08,2.554352047503926,125537.56408859044,Pastry
20210108-5,1184,LI22,2021-01-08,5.604201540932991,132604.58694538102,Pastry_&_Breverage
20210108-6,195,LI2,2021-01-08,2.7106737954542037,141850.8315901272,Pastry
20210108-7,520,LI1,2021-01-08,2.4307737798662856,125960.59436211362,Pastry
20210108-7,520,LI2,2021-01-08,2.8485129095613955,125960.59436211362,Pastry
20210108-8,967,LI1,2021-01-08,2.426925475941971,91276.47460903972,Pastry
20210108-8,967,LI22,2021-01-08,5.728991309367121,91276.47460903972,Pastry_&_Breverage
20210108-9,1184,LI1,2021-01-08,2.6457304158248007,132604.58694538102,Pastry
20210108-9,1184,LI22,2021-01-08,5.0960792829049755,132604.58694538102,Pastry_&_Breverage
20210109-1,989,LI2,2021-01-09,2.790919798705727,44870.584295131266,Pastry
20210109-10,939,LI1,2021-01-09,2.701782228774391,133061.78913684562,Pastry
20210109-11,821,LI22,2021-01-09,5.03477499501314,109533.74561620876,Pastry_&_Breverage
20210109-12,576,LI1,2021-01-09,2.589430448715575,112174.92745025083,Pastry
20210109-13,478,LI2,2021-01-09,3.171924175322056,20060.495377983898,Pastry
20210109-14,939,LI22,2021-01-09,5.32154255474452,133061.78913684562,Pastry_&_Breverage
20210109-15,1074,LI2,2021-01-09,3.016840131673962,124061.92860333249,Pastry
20210109-16,939,LI1,2021-01-09,2.348830573260784,133061.78913684562,Pastry
20210109-16,939,LI2,2021-01-09,3.154105998482555,133061.78913684562,Pastry
20210109-17,576,LI1,2021-01-09,2.396890717325732,112174.92745025083,Pastry
20210109-17,576,LI22,2021-01-09,5.829119745944627,112174.92745025083,Pastry_&_Breverage
20210109-18,821,LI2,2021-01-09,3.2662324605043977,109533.74561620876,Pastry
20210109-18,821,LI22,2021-01-09,4.952258949284442,109533.74561620876,Pastry_&_Breverage
20210109-19,1074,LI1,2021-01-09,2.32591775956098,124061.92860333249,Pastry
20210109-19,1074,LI22,2021-01-09,5.419947399082593,124061.92860333249,Pastry_&_Breverage
20210109-2,1459,LI2,2021-01-09,2.923007326992229,128943.01571883261,Pastry
20210109-20,939,LI2,2021-01-09,2.8574181312695144,133061.78913684562,Pastry
20210109-21,478,LI2,2021-01-09,3.024432080844417,20060.495377983898,Pastry
20210109-21,478,LI22,2021-01-09,5.6010900103719905,20060.495377983898,Pastry_&_Breverage
20210109-3,1459,LI22,2021-01-09,5.975600185641088,128943.01571883261,Pastry_&_Breverage
20210109-4,576,LI4,2021-01-09,3.3405814923113213,112174.92745025083,Pastry
20210109-5,939,LI4,2021-01-09,3.540491040353664,133061.78913684562,Pastry
20210109-6,1459,LI1,2021-01-09,2.4146485562669113,128943.01571883261,Pastry
20210109-7,576,LI1,2021-01-09,4.795984848984517,112174.92745025083,Pastry
20210109-8,989,LI2,2021-01-09,3.0916264071129262,44870.584295131266,Pastry
20210109-9,1459,LI2,2021-01-09,2.780256632482633,128943.01571883261,Pastry
20210110-1,625,LI1,2021-01-10,2.3134838172700256,25474.046329036355,Pastry
20210110-10,625,LI2,2021-01-10,3.2558468540199104,25474.046329036355,Pastry
20210110-10,625,LI15,2021-01-10,5.85591657338664,25474.046329036355,Pastry_&_Breverage
20210110-11,1300,LI22,2021-01-10,5.1369316116673875,93976.34951397777,Pastry_&_Breverage
20210110-12,1350,LI2,2021-01-10,2.888275423832238,97668.74265857041,Pastry
20210110-13,1102,LI22,2021-01-10,5.379548302968033,114609.15233939886,Pastry_&_Breverage
20210110-14,1102,LI1,2021-01-10,2.6511117230402306,114609.15233939886,Pastry
20210110-15,1300,LI1,2021-01-10,2.3221165103605017,93976.34951397777,Pastry
20210110-16,1350,LI1,2021-01-10,2.4887444969499484,97668.74265857041,Pastry
20210110-17,342,LI22,2021-01-10,5.494129136716947,35522.62139739469,Pastry_&_Breverage
20210110-18,1350,LI22,2021-01-10,5.508903552056291,97668.74265857041,Pastry_&_Breverage
20210110-19,754,LI2,2021-01-10,2.9890829934272913,29311.907282099128,Pastry
20210110-2,1350,LI22,2021-01-10,6.004583898861892,97668.74265857041,Pastry_&_Breverage
20210110-2,1350,LI4,2021-01-10,3.5977680072421205,97668.74265857041,Pastry
20210110-20,437,LI1,2021-01-10,2.529847498633899,34063.20882495493,Pastry
20210110-3,210,LI15,2021-01-10,5.6420104298740625,42382.32702948153,Pastry_&_Breverage
20210110-4,1300,LI2,2021-01-10,2.93044632920064,93976.34951397777,Pastry
20210110-5,710,LI1,2021-01-10,2.5312367930309847,75762.27685203776,Pastry
20210110-6,710,LI15,2021-01-10,6.224889813456684,75762.27685203776,Pastry_&_Breverage
20210110-7,710,LI1,2021-01-10,2.3579778119456023,75762.27685203776,Pastry
20210110-7,710,LI4,2021-01-10,3.466711001563817,75762.27685203776,Pastry
20210110-8,282,LI15,2021-01-10,5.936230861209333,37823.79053067416,Pastry_&_Breverage
20210110-9,1350,LI1,2021-01-10,5.312097034067847,97668.74265857041,Pastry
20210111-1,959,LI22,2021-01-11,5.127904433268123,73292.97070391476,Pastry_&_Breverage
20210111-10,1458,LI2,2021-01-11,3.0589526955038306,114231.25731991604,Pastry
20210111-11,1458,LI22,2021-01-11,5.20575297519099,114231.25731991604,Pastry_&_Breverage
20210111-12,1458,LI1,2021-01-11,2.345559490728192,114231.25731991604,Pastry
20210111-13,1458,LI4,2021-01-11,3.188749054679647,114231.25731991604,Pastry
20210111-14,918,LI4,2021-01-11,3.542847924400121,89083.21365248412,Pastry
20210111-15,411,LI22,2021-01-11,5.421164661180228,61203.40225053951,Pastry_&_Breverage
20210111-16,918,LI6,2021-01-11,6.925706746312789,89083.21365248412,Pastry
20210111-17,336,LI1,2021-01-11,2.675106907612644,84033.65121688694,Pastry
20210111-2,1477,LI22,2021-01-11,5.361997475195676,81100.34411307424,Pastry_&_Breverage
20210111-3,918,LI2,2021-01-11,6.359436660027132,89083.21365248412,Pastry
20210111-4,404,LI2,2021-01-11,2.77449594293721,94919.23888446763,Pastry
20210111-5,1458,LI22,2021-01-11,5.988321630121209,114231.25731991604,Pastry_&_Breverage
20210111-6,404,LI2,2021-01-11,6.391713871294632,94919.23888446763,Pastry
20210111-7,808,LI1,2021-01-11,2.6813756494084373,82116.86386493966,Pastry
20210111-8,1282,LI2,2021-01-11,3.035908588254824,130861.45064793527,Pastry
20210111-9,411,LI1,2021-01-11,2.680229863501154,61203.40225053951,Pastry
20210112-1,411,LI1,2021-01-12,5.235693559632637,61203.40225053951,Pastry
20210112-10,352,LI1,2021-01-12,2.6630395649699494,145771.03426214308,Pastry
20210112-10,352,LI22,2021-01-12,5.248679567081854,145771.03426214308,Pastry_&_Breverage
20210112-11,411,LI2,2021-01-12,3.0568307108245794,61203.40225053951,Pastry
20210112-12,4,LI1,2021-01-12,2.4599558007903397,134792.2625206411,Pastry
20210112-13,411,LI2,2021-01-12,3.0163580859079957,61203.40225053951,Pastry
20210112-14,4,LI22,2021-01-12,5.822391817346215,134792.2625206411,Pastry_&_Breverage
20210112-15,1063,LI2,2021-01-12,2.9128078983630985,59820.46364573762,Pastry
20210112-2,4,LI1,2021-01-12,2.5916303052799776,134792.2625206411,Pastry
20210112-3,411,LI2,2021-01-12,3.1534042540937666,61203.40225053951,Pastry
20210112-4,1063,LI4,2021-01-12,3.732227857317775,59820.46364573762,Pastry
20210112-5,1242,LI1,2021-01-12,2.585050903027877,61826.7318746075,Pastry
20210112-5,1242,LI22,2021-01-12,5.724290062580257,61826.7318746075,Pastry_&_Breverage
20210112-6,394,LI22,2021-01-12,5.156001302576624,122139.4184534438,Pastry_&_Breverage
20210112-7,411,LI1,2021-01-12,2.322195527376607,61203.40225053951,Pastry
20210112-7,411,LI22,2021-01-12,5.444185875938274,61203.40225053951,Pastry_&_Breverage
20210112-8,1242,LI2,2021-01-12,2.9779383019544188,61826.7318746075,Pastry
20210112-9,1255,LI2,2021-01-12,2.7925666075665507,38691.15341221914,Pastry
20210113-1,701,LI1,2021-01-13,2.674392023240216,129841.36018203571,Pastry
20210113-1,701,LI2,2021-01-13,2.79082106477581,129841.36018203571,Pastry
20210113-10,701,LI4,2021-01-13,3.7585793089354413,129841.36018203571,Pastry
20210113-11,307,LI22,2021-01-13,5.004917137534358,40362.79067862779,Pastry_&_Breverage
20210113-12,307,LI1,2021-01-13,2.6337700807489455,40362.79067862779,Pastry
20210113-13,685,LI2,2021-01-13,2.8762312109582124,143843.79461873323,Pastry
20210113-14,701,LI22,2021-01-13,5.718874182226136,129841.36018203571,Pastry_&_Breverage
20210113-15,1160,LI22,2021-01-13,5.612863808264956,47299.74762070924,Pastry_&_Breverage
20210113-16,685,LI1,2021-01-13,2.3656779715092853,143843.79461873323,Pastry
20210113-16,685,LI22,2021-01-13,5.1147358022164555,143843.79461873323,Pastry_&_Breverage
20210113-17,1160,LI1,2021-01-13,2.43676341639366,47299.74762070924,Pastry
20210113-18,1160,LI1,2021-01-13,2.28367770917248,47299.74762070924,Pastry
20210113-18,1160,LI4,2021-01-13,3.5890815700404346,47299.74762070924,Pastry
20210113-19,701,LI1,2021-01-13,2.3708613618509844,129841.36018203571,Pastry
20210113-2,1160,LI22,2021-01-13,5.353411856549792,47299.74762070924,Pastry_&_Breverage
20210113-20,1390,LI1,2021-01-13,2.595193267101422,50536.94809554145,Pastry
20210113-21,253,LI2,2021-01-13,3.079348123865202,97095.93471838161,Pastry
20210113-22,1221,LI1,2021-01-13,2.606865265639499,64937.42165155709,Pastry
20210113-23,1160,LI2,2021-01-13,3.065932688768953,47299.74762070924,Pastry
20210113-23,1160,LI4,2021-01-13,3.327072495268658,47299.74762070924,Pastry
20210113-24,561,LI2,2021-01-13,5.86445616488345,26202.298041898757,Pastry
20210113-25,685,LI1,2021-01-13,2.3995805142913014,143843.79461873323,Pastry
20210113-25,685,LI22,2021-01-13,5.429539233166724,143843.79461873323,Pastry_&_Breverage
20210113-26,1160,LI4,2021-01-13,3.4328587894327938,47299.74762070924,Pastry
20210113-27,685,LI2,2021-01-13,3.0424292776733637,143843.79461873323,Pastry
20210113-3,253,LI1,2021-01-13,2.4933754034573212,97095.93471838161,Pastry
20210113-4,1467,LI22,2021-01-13,11.077720333193428,139493.38250095025,Pastry_&_Breverage
20210113-5,685,LI1,2021-01-13,2.399304898106493,143843.79461873323,Pastry
20210113-5,685,LI22,2021-01-13,5.346466945856809,143843.79461873323,Pastry_&_Breverage
20210113-6,701,LI2,2021-01-13,3.146899512363598,129841.36018203571,Pastry
20210113-7,1483,LI2,2021-01-13,6.015333405928686,129067.0125093311,Pastry
20210113-8,701,LI22,2021-01-13,5.487746331072413,129841.36018203571,Pastry_&_Breverage
20210113-9,701,LI2,2021-01-13,3.0727853356394914,129841.36018203571,Pastry
20210114-1,463,LI2,2021-01-14,3.1609438371844587,80322.16148683801,Pastry
20210114-1,463,LI22,2021-01-14,4.994437731918879,80322.16148683801,Pastry_&_Breverage
20210114-10,567,LI1,2021-01-14,2.432556595886126,71382.98898702487,Pastry
20210114-11,374,LI1,2021-01-14,2.5057526296004653,79164.04662420973,Pastry
20210114-11,374,LI4,2021-01-14,3.6027396737597885,79164.04662420973,Pastry
20210114-12,849,LI1,2021-01-14,5.049504947382957,50710.54167114198,Pastry
20210114-13,1456,LI2,2021-01-14,3.1446533155627545,123757.15833855793,Pastry
20210114-14,374,LI6,2021-01-14,6.51845410997048,79164.04662420973,Pastry
20210114-15,374,LI2,2021-01-14,3.0950840204022825,79164.04662420973,Pastry
20210114-16,463,LI2,2021-01-14,3.110668393364176,80322.16148683801,Pastry
20210114-17,1252,LI1,2021-01-14,2.361474144621752,86393.73979531229,Pastry
20210114-18,358,LI22,2021-01-14,6.003725121938624,74459.06659821048,Pastry_&_Breverage
20210114-19,1456,LI1,2021-01-14,2.615742265479639,123757.15833855793,Pastry
20210114-2,1252,LI2,2021-01-14,2.78340091961436,86393.73979531229,Pastry
20210114-20,1252,LI2,2021-01-14,3.0525390010792766,86393.73979531229,Pastry
20210114-21,849,LI22,2021-01-14,5.974689089553431,50710.54167114198,Pastry_&_Breverage
20210114-22,1456,LI6,2021-01-14,6.630010112654418,123757.15833855793,Pastry
20210114-23,463,LI1,2021-01-14,2.323248466476798,80322.16148683801,Pastry
20210114-23,463,LI2,2021-01-14,3.0824279705062505,80322.16148683801,Pastry
20210114-24,629,LI4,2021-01-14,3.4057553282007578,67112.22261888906,Pastry
20210114-25,1252,LI15,2021-01-14,6.004747832380236,86393.73979531229,Pastry_&_Breverage
20210114-26,293,LI4,2021-01-14,3.7063587858108806,29347.53263834864,Pastry
20210114-27,374,LI1,2021-01-14,2.5524199758656323,79164.04662420973,Pastry
20210114-28,358,LI1,2021-01-14,2.5572424192214385,74459.06659821048,Pastry
20210114-29,559,LI1,2021-01-14,2.430375663214363,86279.57692136988,Pastry
